image,country,state,city,title,start_rating,start_reviews,address,neighborhood,phone,website,start_price,hublyz_reviews,hublyz_ratings,hublyz_price,Mon,Tue,Wed,Thu,Fri,Sat,Sun
default,United Kingdom,,Bristol,Houkara,0.5,1,417 Gloucester Rd Horfield Bristol  BS7 8TZ United Kingdom,,+44 117 951 1930,,úúú,,,,,,,,,,
default,United States Of America,TX,San Antonio,The Mushrooms,0.5,90,"4102 Neer Ave San Antonio , TX  78213",,(210) 300-3686,http://www.themushroomsa.net/,,,,,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-2:00 am,5:00 pm-2:00 am,Closed
default,United States Of America,TX,San Antonio,Bobahut Cafe,2,7,"1621 N Main Ave San Antonio , TX  78212",Tobin Hill,(210) 530-4211,,$$$,,,,Closed,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-12:00 am,12:00 pm-2:00 am,2:00 pm-2:00 am,Closed
default,United States Of America,TX,San Antonio,Sinbad Cafe,3,2,"5750 Evers Rd San Antonio , TX  78238",,(210) 521-2433,http://www.sinbadcafe.com/,$$,,,,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,Closed,4:00 pm-4:00 am
default,United States Of America,TX,San Antonio,Ogeis Hookah Bar and Lounge,2.5,1,"5713 Evers Rd San Antonio , TX  78240",,(210) 444-9284,,$$,,,,Closed,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,6:00 pm-3:30 am,6:00 pm-3:30 am,Closed
default,United States Of America,TX,San Antonio,The Mushroom,4.5,2,"2322 Blanco Rd San Antonio , TX  78212",,(210) 300-3686,,$$,,,,8:00 am-12:00 am,8:00 am-12:00 am,8:00 am-12:00 am,8:00 am-12:00 am,8:00 am-2:00 am,8:00 am-2:00 am,8:00 am-12:00 am
default,United States Of America,TX,San Antonio,Hawana Cafe,4.5,4,"6136 Bandera Rd San Antonio , TX  78238",,(210) 276-0599,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Bleu Haze Hookah Lounge,5.5,3,"6206 Montgomery San Antonio , TX  78239",,(210) 379-2392,,$$$,,,,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-5:00 am,3:00 pm-5:00 am,3:00 pm-3:00 am
default,United States Of America,TX,San Antonio,Marrakech Cafe And Hookah Lounge,5.5,8,"7959 Fredericksburg Rd Ste 215 San Antonio , TX  78229",Medical Center,(210) 858-8801,,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-3:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am
default,United States Of America,TX,San Antonio,Shisha Cafe,3,68,"5500 Babcock Rd Ste 101 San Antonio , TX  78240",,(210) 694-4800,http://www.shishacafesa.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-2:00 am
default,United States Of America,TX,San Antonio,Habibi Cafe,5,31,"5306 Broadway St San Antonio , TX  78209",Alamo Heights,(210) 437-0242,,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Naara Cafe,4,72,"9329 Wurzbach Rd Ste 101 San Antonio , TX  78240",,(210) 558-9800,http://www.naaracafe.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-4:00 am,11:00 am-4:00 am,12:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Sultan Cafe and Grill,3.5,33,"5625 Babcock Rd San Antonio , TX  78240",,(210) 951-5184,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Double Apple Hookah Cafe,4.5,19,"5121 Fredericksburg Rd San Antonio , TX  78229",,(210) 366-0026,,$$$,,,,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am
default,United States Of America,TX,San Antonio,Amore Cafe,4,29,"4553 N Loop 1604 W Ste 1113 San Antonio , TX  78249",,(210) 492-4994,http://amore-cafe.com,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-12:00 am
default,United States Of America,TX,San Antonio,Suck It Hookah & Bubble Tea,4.5,90,"6565 Babcock Rd Ste 23 San Antonio , TX  78249",,(210) 384-2974,http://www.suckitsa.com,$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:30 am,12:00 pm-2:30 am,6:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Hookah Cafe,3,27,"2250 Thousand Oaks Dr San Antonio , TX  78232",,(210) 499-4144,,$$$,,,,,,,,,,
default,United States Of America,TX,San Antonio,The Raven Hookah Lounge,3,17,"1255 SW Lp 410 Ste 133 San Antonio , TX  78227",,(210) 673-3650,http://www.ravenhookah.com,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-1:00 am
default,United States Of America,TX,San Antonio,Gorilla Hookah Lounge,4,8,"8373 Culebra Rd Ste 106 San Antonio , TX  78251",,(210) 827-7549,http://www.hookahloungesanantonio.com,$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,7:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Hookah Harem,5,5,"6862 Ingram Rd San Antonio , TX  78238",,,http://www.hookahharem.com,$$$,,,,Closed,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-3:00 am,7:00 pm-3:00 am,7:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Gypsy Cafe,3.5,41,"2813 Thousand Oaks Dr San Antonio , TX  78232",,(210) 494-1314,http://gypsycafe-sa.com/,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 am-3:00 am,5:00 pm-2:00 am
default,United States Of America,TX,San Antonio,Tazas Cafe,3.5,111,"3126 Pat Booker Rd Universal City , TX  78148",,(210) 658-2927,http://tazalicious.com/,$$,,,,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-10:00 pm,7:00 am-10:00 pm,8:00 am-8:00 pm
default,United States Of America,TX,San Antonio,Hookah Layal Cafe,4,11,"10865 Shaenfield Rd Ste 2103 San Antonio , TX  78254",,(210) 298-9983,http://www.layalgrillcafe.com,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-2:00 am
default,United States Of America,TX,San Antonio,The Zone Hookah Lounge,3.5,2,"5750 Evers Rd San Antonio , TX  78238",,(210) 521-2433,,$$,,,,,,,,,,
default,Canada,,MontrÇal,Wyte,0,33,"378 Cure Labelle Laval , QC  H7V 2S3 Canada",Laval,,,$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-1:00 am
default,Canada,,MontrÇal,CafÇ Al Sahraa,3,2,"12055 Boulevard Laurentien Montreal , QC  H4K 1N3 Canada",Ahunstic-Cartierville,(438) 386-6366,,$$$,,,,2:45 pm-2:00 am,2:45 pm-2:00 am,2:45 pm-2:00 am,2:45 pm-2:00 am,2:45 pm-2:00 am,2:45 pm-2:00 am,2:45 pm-2:00 am
default,Canada,,MontrÇal,Beyrouth Shisha Lounge,0,0,"1464 Rue Crescent Montreal , QC  H3G Canada",Ville-Marie,(514) 748-9748,,,,,,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-6:00 pm,Closed
default,Canada,,MontrÇal,Le Hooka Lounge,4.5,1,"MÇtro Berri-uquam Montreal , QC  H2X 3K4 Canada",Ville-Marie,(514) 287-7266,http://cafehookahlounge.com/,,,,,,,,,,,
default,Canada,,MontrÇal,CafÇ Gitana,4,36,"2080A Rue Saint-Denis Montreal , QC  H2X 3K7 Canada",Ville-Marie,(514) 281-0090,http://www.cafegitana.com/,$$$,,,,12:00 pm-3:00 am,12:00 pm-3:00 am,12:00 pm-3:00 am,12:00 pm-3:00 am,12:00 pm-3:00 am,12:00 pm-3:00 am,12:00 pm-3:00 am
default,Canada,,MontrÇal,CafÇ Hookah Lounge,3.5,33,"1699 Rue Saint-Denis Montreal , QC  H2X 3K4 Canada",Ville-Marie,(514) 287-7266,http://cafehookahlounge.com/,$$$,,,,1:00 pm-1:00 am,1:00 pm-1:00 am,1:00 pm-2:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,Closed
default,Canada,,MontrÇal,OrienthÇ,3.5,13,"4511 Rue Saint-Denis Montreal , QC  H2J 2L4 Canada",Plateau-Mont-Royal,(514) 227-2464,http://www.orienthe.ca,$$$,,,,2:00 pm-10:00 pm,2:00 pm-10:00 pm,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-1:00 am,3:00 pm-1:00 am,3:00 pm-9:00 pm
default,Canada,,MontrÇal,Lux Lounge,2.5,5,"1401 Rue Mackay Montreal , QC  H3G 2H6 Canada",Ville-Marie,(514) 758-2442,,$$$,,,,,,,,,,
default,Canada,,MontrÇal,E-Shisha Lounge,4,2,"2125A Rue Crescent Montreal , QC  H3G 2C1 Canada",Ville-Marie,(514) 288-7888,http://www.eshishalounge.ca,,,,,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-12:00 am
default,United States Of America,AZ,Tempe,Inhale Hookah,3.5,4,"1175 W Ray Rd Ste 5 Chandler , AZ  85224",,(480) 814-1007,http://www.inhalehookah.net,$$$,,,,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-3:00 am,10:00 am-3:00 am,10:00 am-2:00 am
default,United States Of America,AZ,Tempe,Mozza Hookah Lounge,5.5,7,"1749 W Main st Ste 3 Mesa , AZ  85201",,(480) 336-0824,,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-12:00 am
default,United States Of America,AZ,Tempe,Mazaj Hookah Lounge,0,27,"1630 e apache blvd Tempe , AZ  85281",,(480) 717-0533,,,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am
default,United States Of America,AZ,Tempe,Hookah Buffet,2.5,1,"1501 E Apache Blvd Tempe , AZ  85281",,(480) 247-3705,,$$$,,,,,,,,,,
default,United States Of America,AZ,Tempe,Pita House,3.5,131,"7210 E 1st Ave Scottsdale , AZ  85251",,(480) 425-9200,http://www.pitahouseaz.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am
default,United States Of America,AZ,Tempe,Habookah,4.5,3,"6340 S Rural Rd Ste 111 Tempe , AZ  85283",,(480) 252-9670,http://www.habookah.com,$$$,,,,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-12:00 am
default,United States Of America,AZ,Tempe,Happy Hookah Lounge,5.5,1,"3231 S Mill Ave Tempe , AZ  85282",,(480) 712-2666,http://happyhookah.wix.com/hookah,$$,,,,6:30 pm-10:00 pm,6:30 pm-10:00 pm,6:30 pm-10:00 pm,6:30 pm-10:00 pm,6:30 pm-2:00 am,6:30 pm-2:00 am,6:30 pm-10:00 pm
default,United States Of America,AZ,Tempe,Dream Lounge,4.5,5,"1835 E University Dr Ste 9 & 10 Tempe , AZ  85281",,(480) 349-4500,http://dreamloungeaz.com/,$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,AZ,Tempe,White Cloud Hookah,4,41,"1423 S Country Club Dr Ste 3 Mesa , AZ  85210",,(480) 269-0417,http://whitecloudhookah.com/,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,12:00 pm-1:00 am
default,United States Of America,AZ,Tempe,Vertigo Hookah Lounge & Cafe,5.5,33,"1320 E Broadway Rd Ste 102 Tempe , AZ  85281",,(480) 878-5441,,$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,8:00 pm-1:00 am
default,United States Of America,AZ,Tempe,Thousand Nights Hookah Lounge,5,33,"2050 N Alma School Rd Ste 35 Chandler , AZ  85225",,(602) 666-6657,http://thousandnightshookah.com,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-2:00 am
default,United States Of America,AZ,Tempe,Nara Hookah Lounge & Bar,5,27,"7510 S Priest Dr Tempe , AZ  85283",,(480) 838-1859,,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am
default,United States Of America,AZ,Tempe,Alibaba Hookah Lounge,4.5,10,"933 E University Dr Ste 110 Tempe , AZ  85281",,(480) 967-7180,,$$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-3:30 am,2:00 pm-3:30 am,4:00 pm-1:30 am
default,United States Of America,AZ,Tempe,Al Omda Hookah Lounge 2,4,8,"393 W Warner Ave Ste 110 Chandler , AZ  85225",,(480) 659-0596,,$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,AZ,Tempe,Oasis Cafe,4.5,35,"4441 N Buckboard Trl Scottsdale , AZ  85251",,(480) 751-5362,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,4:00 pm-3:00 am,5:00 pm-3:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,3:00 pm-3:00 am
default,United States Of America,AZ,Tempe,Al Omda Hookah,4,31,"818 W Broadway Rd Ste 111 Tempe , AZ  85282",,(480) 966-4665,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-2:00 am
default,United States Of America,AZ,Tempe,Hubbly Bubbly Hookah Bar & Lounge,3,26,"1400 S McClintock Rd Ste 3,4 & 5 Tempe , AZ  85281",,(480) 968-2625,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-2:00 am
default,United States Of America,AZ,Tempe,Memo?s Cafe,4,18,"1845 E Broadway Rd Tempe , AZ  85282",,(480) 968-6446,,$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,5:00 pm-2:00 pm
default,United States Of America,AZ,Tempe,King Tut Cafe & Catering,4,40,"1125 E Apache Blvd Tempe , AZ  85281",,(480) 921-1670,http://www.kingtutcafeandhookah.com,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-2:00 am
default,United States Of America,AZ,Tempe,HoookahMania,3.5,32,"1290 N Scottsdale Rd Tempe , AZ  85281",,(480) 829-4959,http://www.hoookahmania.com/,$$$,,,,5:00 pm-12:30 am,5:00 pm-12:30 am,5:00 pm-12:30 am,5:00 pm-12:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-12:30 am
default,United States Of America,CA,Redondo Beach,Flux Hookah Catering,4,13,"2106 S Olive St Los Angeles , CA  90007",Harbor City,(323) 210-5526,,$$$,,,,,,,,,,
default,United States Of America,CA,Redondo Beach,Heavy Hitter Smoke Shop,0,241,"1000 Torrance Blvd Suite D Redondo Beach , CA  90277",Redondo Beach,(310) 543-5223,,,,,,9:00 am-9:30 pm,9:00 am-9:30 pm,9:00 am-9:30 pm,9:00 am-9:30 pm,9:00 am-9:30 pm,9:00 am-9:30 pm,9:00 am-9:30 pm
default,United States Of America,CA,Redondo Beach,So Cal Hookahs,5,15,"700 Queensway Dr Long Beach , CA  90802",,(562) 977-7760,http://www.socalhookahs.com,$$$,,,,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-1:00 am,5:30 pm-1:00 am,5:00 pm-11:00 pm
default,United States Of America,CA,Redondo Beach,Hookah Hookah,4.5,2,"10817 1/2 Venice Blvd Los Angeles , CA  90034",Palms,(310) 836-9841,,$$$,,,,8:00 am-8:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,Closed
default,United States Of America,CA,Redondo Beach,Lotus,3.5,441,"3742 S Flower St Los Angeles , CA  90007",Exposition Park,(213) 478-0090,http://www.lotusonflower.com/,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-12:00 am
default,United States Of America,CA,Redondo Beach,Maya Hookah Lounge,4,69,"700 Queensway Dr Long Beach , CA  90802",,(562) 977-7760,http://www.socalhookahs.com,$$$,,,,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-1:00 am,5:30 pm-1:00 am,5:00 pm-11:00 pm
default,United States Of America,CA,Redondo Beach,Skyline Lounge,4,98,"1622 S Pacific Coast Hwy Redondo Beach , CA  90277",Redondo Beach,(310) 503-1986,http://www.skylinehookah.com,$$$,,,,7:00 pm-1:30 am,7:00 pm-1:30 am,7:00 pm-1:30 am,7:00 pm-1:30 am,7:00 pm-2:30 am,7:00 pm-2:30 am,7:00 pm-1:30 am
default,United States Of America,CA,Redondo Beach,Pharaohs Shisha Lounge,4.5,114,"1640 W Carson St Unit D Torrance , CA  90501",Harbor Gateway,(424) 558-8266,,$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-2:00 am
default,United States Of America,CA,Redondo Beach,The White Spot,4,37,"1503 Aviation Blvd Redondo Beach , CA  90278",Redondo Beach,(424) 257-8862,,$$$,,,,6:30 pm-2:30 am,6:30 pm-2:30 am,6:30 pm-2:30 am,6:30 pm-2:30 am,6:30 pm-3:30 am,6:00 pm-3:30 am,6:00 pm-2:00 am
default,United States Of America,CA,Redondo Beach,Hookah Hut,3.5,39,"2123 Artesia Blvd Redondo Beach , CA  90278",Redondo Beach,(310) 489-2058,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am
default,United States Of America,CA,Redondo Beach,Sahara Hookah Lounge,4,119,"25820 S Western Ave Los Angeles , CA  90710",Harbor City,(424) 241-9266,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,CA,Redondo Beach,Cigar Hookah & Beyond Smoke Shop,5.5,33,"432 Pacific Coast Hwy Hermosa Beach , CA  90254",Hermosa Beach,(310) 933-7339,http://www.cigarnbeyond.com,$$$,,,,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-10:00 pm,10:30 am-10:00 pm,12:00 pm-9:00 pm
default,United States Of America,CA,Redondo Beach,Desert Nights Hookah Lounge,3,22,"800 Torrance Blvd Redondo Beach , CA  90277",Redondo Beach,(310) 540-0897,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,WA,Bellevue,Da Spot Hookah Lounge,3,13,"1914 Minor Ave Seattle , WA  98101",Denny Triangle,(206) 228-9655,,$$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,WA,Bellevue,Aladdin Hookah Lounge,3.5,23,"1314 Denny Way Ste 101 Seattle , WA  98109",South Lake Union,(206) 261-7592,http://seattlealaddinhookahlounge.com,$$$,,,,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am
default,Australia,,Melbourne,Shisha Nights,5,2,255a Swanston Street Melbourne  Victoria  3000 Australia,Melbourne,+61 4 4950 1060,,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-1:00 am
default,Australia,,Melbourne,The Balcony Shisha Bar,4,1,1/145 Lygon St Carlton  Victoria  3053 Australia,Carlton,+61 4 1377 7273,,,,,,Closed,Closed,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,Closed
default,Belgium,,Bruxelles,ThÇÖtro,0.5,1,Rue Dautzenberg 7 Dautzenbergstraat 7 1050  Ixelles Belgium,"Ixelles, Etangs d'Ixelles, La Bascule",,,,,,,6:00 pm-6:00 am,6:00 pm-6:00 am,6:00 pm-6:00 am,6:00 pm-6:00 am,6:00 pm-6:00 am,Closed,Closed
default,Belgium,,Bruxelles,Palais du Shisha,0.5,3,Place de la Vieille Halle aux BlÇs 46 1000  Brussels Belgium,"Bruxelles, Centre-Ville, Stalingrad",+32 2 503 55 98,,,,,,,,,,,,
default,Belgium,,Bruxelles,Le Prince,1,2,"ChaussÇe de Charleroi, 57 1060  Saint-Gilles Belgium","Saint-Gilles, Berckmans - Hotel des Monnaies",+32 2 534 75 15,http://www.le-prince.be/,,,,,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am
default,Belgium,,Bruxelles,Cafe Avenida,2.5,1,Place des Bienfaiteurs 6 Weldoenersplein 6 1030  Schaerbeek Belgium,"Dailly, Schaerbeek",,,,,,,Closed,Closed,4:00 pm-11:00 pm,4:00 pm-12:00 am,4:00 pm-4:00 am,4:00 pm-2:00 am,Closed
default,Belgium,,Bruxelles,Sharm El Sheikh,0,2,Rue Rogier 141 Rogierstraat 141 1030  Schaerbeek Belgium,Schaerbeek,,,,,,,,,,,,,
default,Belgium,,Bruxelles,Shisha Al Fakher,-0.5,1,Ave de la Couronne 75 1050  Ixelles Belgium,Ixelles,+32 2 550 22 15,,,,,,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-12:00 pm,Closed
default,Belgium,,Bruxelles,Imanza,4,2,Rue Pletinckx 5 PlÇtinckxstraat 5 1000  Brussels Belgium,"Bruxelles, Centre-Ville, Dansaert",,,??,,,,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am
default,Belgium,,Bruxelles,Touareg Lounge,4,1,Rue du Bailli 87 Baljuwstraat 87 1050  Brussels Belgium,"Ixelles, Chatelain",+32 487 56 05 15,,,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-2:00 am
default,Belgium,,Bruxelles,Fleur d?Orient,1,1,Rue des Hirondelles 5 Zwaluwenstraat 5 1000  Brussels Belgium,"Bruxelles, Centre-Ville",+32 488 02 78 75,http://www.fleurdorient.be,,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,3:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-2:00 am
default,Belgium,,Bruxelles,Ryad Chicha,0,2,Boulevard du Midi 22 Zuidlaan 22 1000  Brussels Belgium,"Bruxelles, Centre-Ville, Anneesens",+32 485 71 08 12,,,,,,,,,,,,
default,Belgium,,Bruxelles,Fishawi Shisha,0,2,"Rue du Pont Neuf, 39 1000  City of Brussels Belgium","Bruxelles, Centre-Ville, Martyrs",,,,,,,,,,,,,
default,Belgium,,Bruxelles,Melody,0,2,"Bd du Midi, 116-118 1000  Brussels Belgium","Bruxelles, Centre-Ville, Marolles",,,,,,,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm
default,Belgium,,Bruxelles,Orientale Chicha,3.5,3,ChaussÇe d'Ixelles 333 Elsense Steenweg 333 1050  Ixelles Belgium,"Ixelles, Flagey",,,,,,,1:00 pm-12:00 am,1:00 pm-12:00 am,1:00 pm-12:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-12:00 am
default,The Netherlands,,Amsterdam,Sara?s Kitchen,5.5,1,marnixstraat 198 1016 TJ  Amsterdam The Netherlands,"Centrum, Jordaan",,,???,,,,,,,,,,
default,The Netherlands,,Amsterdam,Lost in Amsterdam,4.5,8,Nieuwendijk 19 1012 LZ  Amsterdam The Netherlands,Centrum,+31 625 477333,http://www.lostinamsterdam.com,???,,,,,,,,,,
