image,country,state,city,title,start_rating,start_reviews,address,neighborhood,phone,website,start_price,hublyz_reviews,hublyz_ratings,hublyz_price,Mon,Tue,Wed,Thu,Fri,Sat,Sun
default,United States Of America,GA,Atlanta,The Hookah Hookup,2.5,5,"9700 Medlock Bridge Rd Ste 176 Johns Creek , GA  30097",,(770) 813-0701,http://thehookahhookup.net,$$$,,,,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-8:00 pm
default,United States Of America,GA,Atlanta,Hot Spot Hookah Lounge,5.5,2,"4790 Peachtree Industrial Blvd. 207 Norcross , GA  30071",,(678) 694-1017,,$$,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-12:00 am
default,United States Of America,CA,San Diego,Plus Stars Hookah Lounge,4,3,"1067 Broadway St Ste 105 Chula Vista , CA  91911",Chula Vista,(619) 301-0827,,$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,CA,San Diego,Aroma Hookah And Cigar Lounge,4.5,15,"12930 Campo Rd Jamul , CA  91935",,(619) 741-0400,,$$,,,,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-2:00 am
default,United States Of America,CA,San Diego,The Bav Cave,0.5,55,"13275 Bavarian Dr San Diego , CA  92129",Torrey Highlands,,,,,,,,,,,,,
default,United States Of America,CA,San Diego,The Spot,0,39,"3569 Adams Ave San Diego , CA  92116",Normal Heights,(619) 565-9707,,,,,,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am
default,United States Of America,CA,San Diego,Ali Baba Family Restaurant & Shahrazad Hookah Lounge,4,25,"1530 Jamacha Rd El Cajon , CA  92021",,(619) 944-2181,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am
default,United States Of America,GA,Atlanta,Viral Vapes Shop & Lounge,0.5,3,"3370 Lawrenceville-Suwanee Rd Suwanee , GA  30024",,(678) 765-2775,http://viralvapes.com,,,,,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,11:00 am-7:00 pm
default,United States Of America,GA,Atlanta,Dubai Hookah Lounge,-0.5,0,"1353 Brockett Rd Clarkston , GA  30021",,(678) 887-6800,,,,,,,,,,,,
default,United States Of America,GA,Atlanta,Divita,0,2,"Prescott Apartments Duluth , GA  30096",,,,,,,,,,,,,,
default,United States Of America,GA,Atlanta,The Hookah Hookup,4.5,3,"1961 Buford Hwy Ste A Buford , GA  30518",,(678) 835-0141,http://www.thehookahhookup.net,$$$,,,,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-6:00 pm
default,United States Of America,GA,Atlanta,The Hookah Hookup,-0.5,3,"4000-A Frey Rd Kennesaw , GA  30144",,(770) 293-0726,http://www.thehookahhookup.net,$$,,,,,,,,,,
default,United States Of America,GA,Atlanta,The Hookah Hookup,3.5,1,"1121 Grayson Hwy Ste T09 Lawrenceville , GA  30045",,(770) 255-3350,http://www.thehookahhookup.net,$$$,,,,2:00 pm-8:00 pm,2:00 pm-8:00 pm,2:00 pm-8:00 pm,2:00 pm-8:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,2:00 pm-8:00 pm
default,United States Of America,CA,San Diego,Abstract Hookah Lounge,3,2,"3021 Adams Ave San Diego , CA  92116",University Heights,(619) 534-5790,http://www.myspace.com/abstracthookahlounge,$$,,,,7:00 pm-12:00 am,7:00 pm-12:00 am,7:00 pm-12:00 am,7:00 pm-12:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-12:00 am
default,United States Of America,CA,San Diego,A1 Hookah Bar,4.5,13,"10026 Campo Rd Spring Valley , CA  91977",,(619) 741-9269,,$$$,,,,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-3:00 am
default,United States Of America,CA,San Diego,The Hookah Shoppe,5,20,"3773 Willow Glen Dr Ste 200 El Cajon , CA  92019",,(619) 334-9487,,$$,,,,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-12:00 am,11:00 am-12:00 am,10:00 am-11:00 pm
default,United States Of America,CA,San Diego,Ice Lounge & Cafe,3.5,9,"1110 Broadway St Ste 102 El Cajon , CA  92021",Bostonia,(619) 277-6726,http://icelounge.weebly.com,$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,NV,Reno,X hale,4.5,47,"27 Hwy 50 Stateline , NV  89449",,(775) 580-7221,http://www.hookahbarlaketahoe.com,$$$,,,,9:00 pm-2:00 am,9:00 pm-2:00 am,9:00 pm-2:00 am,9:00 pm-2:45 am,9:00 pm-4:00 am,9:00 pm-4:00 am,9:00 pm-3:00 am
default,United States Of America,IN,Indianapolis,Cafe Du Meemo,1,27,"9642 Allisonville Rd Fishers , IN  46250",,(317) 913-9100,,$$$,,,,1:00 pm-1:00 am,1:00 pm-1:00 am,1:00 pm-1:00 am,1:00 pm-1:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-1:00 am
default,United States Of America,IN,Indianapolis,Mister B?s Cigar Box,4.5,5,"8123 E US Hwy 36 Avon , IN  46123",,(317) 272-6900,http://mrbscigarbox.com,$$$,,,,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,12:30 pm-6:00 pm
default,United States Of America,IN,Indianapolis,Casablanca Lounge,5,2,"9775 E 116th St Fishers , IN  46037",,(317) 595-0900,http://www.casablancafishers.com,$$$,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-12:00 am
default,Canada,,Vancouver,Reema?s Shisha House,5.5,3,"5236 Irmin Street Burnaby , BC  V5J 1Y7 Canada",,(604) 638-9944,,,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-1:00 am
default,Canada,,Vancouver,Arwaz Hookah Lounge,4,2,"7751 6th Street New Westminster , BC  V3N 4S3 Canada",,(778) 885-3247,,,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-1:00 am
default,Canada,,Vancouver,l,0.5,10,"6099 Alder Street Richmond , BC  V6Y 1X4 Canada",,,,,,,,,,,,,,
default,United States Of America,GA,Atlanta,BunnAmour lounge ATL,4.5,18,"3711 North Decatur Decatur , GA  30032",,(678) 707-8146,,$$$,,,,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am
default,United States Of America,GA,Atlanta,Hookah Connection A Smoke Shop,4.5,4,"1188 Glenwood Ave SE Ste B Atlanta , GA  30316",East Atlanta Village,(404) 627-6258,http://www.atlhookahconnection.com/,$$,,,,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-5:00 pm
default,United States Of America,GA,Atlanta,Tony?s Sports Bar and Grill,3,51,"8610 Roswell Rd Atlanta , GA  30350",,(770) 552-2233,http://www.tonyssportsbar.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,Canada,,MontrÇal,Volluume,4,1,"602 Boulevard CurÇ Labelle Laval , QC  H7V 2T6 Canada",Laval,(450) 934-1164,,,,,,,,,,,,
default,United States Of America,CA,San Diego,Rotana Restaurant And Hookah,4,26,"3641 Avocado Blvd La Mesa , CA  91941",Rancho San Diego,(619) 670-5365,,$$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United States Of America,CA,San Diego,The Sheesha Lounge,4.5,45,"2990 Jamacha Rd Ste 108 & 106 El Cajon , CA  92019",,(619) 303-7121,http://www.mysheeshalounge.com,$$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United States Of America,CA,San Diego,Vanish Lounge,4.5,11,"7520 El Cajon Blvd La Mesa , CA  91942",La Mesa,(619) 337-2659,,$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,CA,San Diego,Mynt Hookah Lounge,5,31,"9746 Winter Gardens Blvd Lakeside , CA  92040",Winter Gardens,(619) 938-4999,,$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,CA,San Diego,Chtaura,4.5,53,"6062 Lake Murray Blvd Ste 105 La Mesa , CA  91942",La Mesa,(619) 668-9166,,$$$,,,,5:00 pm-11:30 pm,5:00 pm-11:30 pm,5:00 pm-11:30 pm,5:00 pm-11:30 pm,5:00 pm-11:30 pm,8:30 pm-2:00 am,5:00 pm-12:00 am
default,United States Of America,CA,San Diego,Royal Hooka & Cigar Lounge,4.5,1,"3858 5th Ave San Diego , CA  92103",Hillcrest,(619) 260-8099,,,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am
default,United States Of America,GA,Atlanta,Josephine,3.5,2,"3277 Buford Hwy Atlanta , GA  30329",,(470) 228-0917,http://www.josephineatl.com/welcome,$$$,,,,Closed,Closed,Closed,10:00 pm-3:30 am,10:00 pm-3:30 am,10:00 pm-3:30 am,5:00 pm-3:30 am
default,United States Of America,GA,Atlanta,Moon Lounge,3,26,"890 Atlanta St Ste C Roswell , GA  30075",,(770) 231-3276,http://atlantahookahlounge.com/,$$$,,,,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-4:00 am,7:00 pm-4:00 am,7:00 pm-2:00 am
default,United States Of America,GA,Atlanta,Addis X Hookah Lounge,3,7,"1920 Manville Dr Chamblee , GA  30341",,(678) 559-5432,,$$,,,,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am
default,United States Of America,GA,Atlanta,Haven Restaurant and Lounge,3,43,"375 Rockbridge Rd NW Lilburn , GA  30047",,(770) 921-8011,,$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,2:00 pm-2:00 am,1:00 pm-1:00 am
default,United States Of America,GA,Atlanta,The Hook Up,4.5,5,"3435 Medlock Bridge Rd Ste 203 Norcross , GA  30092",,(470) 299-3861,http://alidehabib13.wix.com/thehookup,$$$$,,,,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-2:00 am,11:00 am-2:00 am,12:00 pm-11:00 pm
default,United States Of America,UT,Salt Lake City,Ali Baba?s,5.5,1,"389 3300 South South Salt Lake , UT  84115",City of South Salt Lake,,,$$$,,,,,,,,,,
default,United States Of America,UT,Salt Lake City,House of Hookah Smoke Shop,3,3,"7780 S 700 E Midvale , UT  84047",Sandy,(801) 565-3444,,$$$,,,,,,,,,,
default,United States Of America,CA,Newport Beach,The Village Hookah Lounge,3,58,"23785 El Toro Rd Lake Forest , CA  92630",,(949) 206-0010,http://www.thevillagehookah.com,$$$,,,,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am
default,United States Of America,CA,Newport Beach,Ramaneh Cafe,3.5,54,"7561 Center Ave Ste 43 Huntington Beach , CA  92647",,(714) 721-8010,http://www.ramanehcafe.com/,$$,,,,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-11:00 pm
default,United States Of America,CA,San Diego,The Hookah Lab Hookah Lounge,4.5,204,"1140 Garnet Ave San Diego , CA  92109",Pacific Beach,(415) 624-5939,,$$$,,,,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am
default,United States Of America,CA,San Diego,Art Hookah Lounge,4.5,163,"923 6th Ave San Diego , CA  92101","Gaslamp, East Village",(619) 559-8855,http://arthookahlounge.com/,$$$,,,,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:30 am
default,United States Of America,CA,San Diego,Nara Ultra Lounge,4.5,103,"8055 Clairemont Mesa Blvd San Diego , CA  92111",Kearny Mesa,(858) 560-4444,,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-1:00 am
default,United States Of America,CA,San Diego,Prince Hookah Cafe 2,5,22,"4215 Park Blvd San Diego , CA  92103",North Park,(619) 497-0979,http://princehookahcafesd.com,$$$,,,,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,5:00 pm-1:00 am
default,United States Of America,CA,San Diego,Mina Lounge,4.5,153,"650 6th Ave San Diego , CA  92101","Gaslamp, East Village",(619) 234-6652,http://minalounge.com,$$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-4:00 am,2:00 pm-4:00 am,2:00 pm-2:00 am
default,United States Of America,CA,San Diego,Gran Havana Cigar & Hookah Lounge,5.5,97,"745 4th Ave San Diego , CA  92101",Gaslamp,(619) 234-2826,http://granhavana.com/,$$$,,,,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-3:00 am,10:00 am-3:00 am,10:00 am-2:00 am
default,United States Of America,CA,San Diego,Fusion Lounge,5,103,"11229 Camino Ruiz Ste F San Diego , CA  92126","Mira Mesa, Torrey Hills",(858) 271-8845,http://fusionlounge.net/index.html,$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,CA,San Diego,Red Velvet Hookah Lounge,5,62,"1425 Garnet Ave San Diego , CA  92109",Pacific Beach,(858) 272-8588,http://www.redvelvethookahlounge.com,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-2:00 am
default,United States Of America,CA,San Diego,Mazzika Hookah Lounge,4.5,8,"8690 Aero Dr San Diego , CA  92123",Serra Mesa,(858) 737-4760,,$$,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am
default,United States Of America,CA,San Diego,Excalibur Hookah Lounge,4,114,"3858 5th Ave San Diego , CA  92103",Hillcrest,(619) 260-8099,,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am
default,United States Of America,CA,San Diego,Casablanca Lounge,2,44,"836 5th Ave San Diego , CA  92101",Gaslamp,(619) 233-9999,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,CA,San Diego,Pismo Pirates,5,3,"723 Pismo Ct San Diego , CA  92109",,(925) 818-1756,,$$$$,,,,,,,,,,
default,United States Of America,CA,San Diego,Blue Nile Hookah Lounge,5.5,1,"7202 El Cajon Blvd San Diego , CA  92115",La Mesa,,,$$$,,,,,,,,,,
default,United States Of America,CA,San Diego,Mangos Grill,4.5,5,"954 Cardiff St San Diego , CA  92114",,(619) 825-8125,,,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am
default,United States Of America,GA,Atlanta,Ole Restaurant Lounge,4,4,"5481 Memorial Dr Ste D Stone Mountain , GA  30083",,(404) 294-5600,http://www.oleatl.com,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,Closed,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 pm-12:00 am
default,United States Of America,GA,Atlanta,TEXT ultra lounge,5,1,"3711 N Decatur Rd Decatur , GA  30032",,(404) 996-6600,,$$$,,,,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am
default,United Kingdom,,London,HDO Shisha Bar,0,0,Collier Row Road Dagenham  RM5 2BH United Kingdom,Collier Row,,,,,,,,,,,,,
default,United States Of America,CA,San Diego,Cleopatra?s Lounge,4,5,"3311 Adamas Ave San Diego , CA  92116",Normal Heights,(619) 955-7559,http://www.cleopatraslounge2014.com/,$$,,,,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am
default,United States Of America,CA,San Diego,Cairo Lounge Cafe - Cairo?s,4,39,"3533 Adams Ave San Diego , CA  92116",Normal Heights,(619) 280-4553,,$$,,,,4:30 pm-1:00 am,4:30 pm-1:00 am,4:30 pm-1:00 am,4:30 pm-1:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-1:00 am
default,United States Of America,CA,San Diego,Sahara Nights Hookah Lounge,3.5,7,"3445 Midway Dr Ste H San Diego , CA  92110",Midway,(619) 704-5290,,$$,,,,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am
default,United States Of America,CA,San Diego,Off The Hookah,5,16,"972 Garnet Ave San Diego , CA  92109",Pacific Beach,(619) 357-6653,,$$,,,,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am
default,United States Of America,CA,San Diego,Zodiak Hookah Lounge,3.5,92,"6455 El Cajon Blvd San Diego , CA  92115",Rolando,(619) 326-6800,http://www.zodiakhl.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am
default,United States Of America,CA,San Diego,R&R Hookah Lounge,5,9,"6512 El Cajon Blvd Ste G San Diego , CA  92115",Rolando,(619) 265-2619,http://rrhookah.com/,$$,,,,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am
default,United States Of America,CA,San Diego,Almaz Restaurant,5,29,"10920 Roselle St San Diego , CA  92121",,(858) 784-0515,http://www.almazrestaurantandbar.com,$$,,,,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-2:00 am,1:00 pm-3:00 am,Closed
default,United States Of America,CA,San Diego,3 Kings Hookah Lounge,3.5,13,"7059 El Cajon Blvd San Diego , CA  92115",,(619) 577-9393,http://www.3kingshookah.com,$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-2:00 am
default,United States Of America,CA,San Diego,Bluemoon Hookah Lounge,4,7,"5945 Mission Gorge Rd Ste 4 San Diego , CA  92120",Grantville,(619) 528-1988,,$$$,,,,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-1:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,4:00 pm-12:00 am
default,United States Of America,CA,San Diego,Cafe Lulu,3,229,"419 F St San Diego , CA  92101",Gaslamp,(619) 238-0114,http://cafelulusd.com/,$$$,,,,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-1:00 am
default,Turkey,,?stanbul,Ota? Cafe,0,0,Osman A?a Mah. Nihal Sok. No: 5 D: 2 34736  Istanbul Turkey,"Kad?kîy, Erenkîy, Kozyata??",+90 216 3497403,,,,,,,,,,,,
default,Turkey,,?stanbul,Z House Cafe,0,0,Yenido?an Mah. Abdi ?pekái Cad. Akvaryum Al??veri? Merkezi No: 4 K: 4 Istanbul Turkey,Bayrampa?a,+90 212 6139799,,,,,,,,,,,,
default,Turkey,,?stanbul,KÅltÅr Nargile Cafe,-0.5,0,?stiklal Cad. Fuat Uzk?nay Sok. No: 4 Istanbul Turkey,,+90 212 2490152,,,,,,,,,,,,
default,Turkey,,?stanbul,Hubble Bubble,-0.5,0,?stasyon Cad. Ali?an Yediba?lar Sok. 3 34153  Istanbul Turkey,"Bak?rkîy, Ye?ilyurt",+90 212 6624379,,???,,,,,,,,,,
default,Turkey,,?stanbul,Kime Ne Cafe,0,0,?irinevler Mrk.Mah. Seyhan Sok. No:2/D 41200  Kocaeli Turkey,"Bak?rkîy, Baháelievler, Atakîy 7-8-9-10",+90 539 2039650,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
default,Turkey,,?stanbul,Vefa Nargile Cafe,0.5,0,Hoca öveys Mah. Vatan Cad. No: 44 34398  Istanbul Turkey,"Ata?ehir, Ata?ehir Ferhat Pa?a",+90 212 6219984,,???,,,,,,,,,,
default,Turkey,,?stanbul,Tophane Nargile Alan?,2.5,2,"GÅmÅ?suyu Mah. Tophane,Beyo?lu 34400  Istanbul Turkey","Beyo?lu, PÅrtela? Hasan Efendi",,,,,,,,,,,,,
default,Turkey,,?stanbul,Anadolu Cafe,-0.5,0,Divanyolu Cad. Äorlulu Ali Pa?a Medresesi No: 36 D: 5 Istanbul Turkey,"Fatih, Beyaz?t, Mimar Hayrettin",+90 212 5192341,,,,,,,,,,,,
default,Turkey,,?stanbul,Tu?ra Park Cafe,0.5,0,Yenibosna Merkez Mah. AtatÅrk Cad. Äe?me Sok. Baháelievler 34197  Istanbul Turkey,"Baháelievler, Ba?c?lar",+90 212 6514178,,,,,,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am
default,United States Of America,GA,Atlanta,Iaso Lounge,0,43,"4054 lawrencveille hwy Tucker , GA  30084",,(678) 644-1859,,,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United States Of America,GA,Atlanta,Inhale Smoke Shop & Lounge,4,20,"884 Buford Dr Ste 1600 Lawrenceville , GA  30043",,(470) 282-1070,http://www.inhalesmokeshopandlounge.com/,$$,,,,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-9:00 pm
default,United States Of America,GA,Atlanta,Sultana Hookah Lounge and Restaurant,-0.5,41,"4601 Satellite Blvd Ste 6 Duluth , GA  30096",,(678) 395-5151,http://www.sultanahookah.com,$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-12:00 am
default,Turkey,,?stanbul,Green Garden Cafe ve Restaurant,4,1,P?nartepe Mah. Hazal Sok. No: 7 BÅyÅkáekmece 34510  Istanbul Turkey,Sancaktepe,+90 212 8710032,http://www.greengardenbeykent.com,?????,,,,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am
default,Turkey,,?stanbul,Han Cafe,0.5,0,Ahmediye Meydan? GÅndo?umu Cad. No: 1 D: 39 34664  Istanbul Turkey,Sultangazi,+90 216 5326780,,,,,,,,,,,,
default,Turkey,,?stanbul,Cordon Nargile Cafe,-0.5,4,Halit A?a Cad. No: 27 34660  Istanbul Turkey,"Ata?ehir, Ata?ehir Ferhat Pa?a",+90 216 5507550,,,,,,,,,,,,
default,Turkey,,?stanbul,Hanedan Nargile Cafe,0,0,Mahallenin Muhtarlar? Sok. No: 13/A 34844  Istanbul Turkey,"Maltepe, Feyzullah",+90 216 3715733,,,,,,,,,,,,
default,Turkey,,?stanbul,Farma Nargile,0.5,0,Amerikan Pazar? No: 39 34400  Istanbul Turkey,"Fatih, EminînÅ, Tahtakale",+90 212 2514269,,,,,,,,,,,,
default,Turkey,,?stanbul,Monaco Cafe,0.5,0,R?ht?m Cad. R?ht?m Sok. Zihni Han No: 28 D: 30 34425  Istanbul Turkey,"Beyo?lu, ?ahkulu",+90 212 2447871,,,,,,,,,,,,
default,Turkey,,?stanbul,Yal? Cafe,3.5,1,SÅreyyapa?a Mevki Yal? Mah. Sahil Yolu No: 176 34517  Istanbul Turkey,"Av?clar, Esenyurt",+90 216 3058262,,,,,,,,,,,,
default,Turkey,,?stanbul,Cafe Pazar,-0.5,0,R?ht?m Cad. Denizciler Sok. No: 4/C 34440  Istanbul Turkey,"Beyo?lu, Kemanke? Karamustafa Pa?a",+90 212 2937921,,,,,,,,,,,,
